,ts,tx,ty,tz,rx,ry,rz,motor0,motor1
91,1543197959.799977,-0.02410289682149887,-0.25965755195617674,-0.1504871443748474,-2.359890924711917,-0.01599794175855347,-1.5380480358241022,1425,3487
92,1543197959.80997,-0.023593907177448272,-0.2596755741119385,-0.15060570545196533,-2.3607695631395993,-0.01592617860974863,-1.5380061014883113,1425,3487
93,1543197959.820015,-0.022891806137561796,-0.25966692638397215,-0.15085866966247558,-2.3625915950863274,-0.01604139893225785,-1.5380527014337824,1425,3487
94,1543197959.830009,-0.022344673836231232,-0.2596872497558594,-0.15096022596359251,-2.364140933574032,-0.016158337608495204,-1.5383313422760845,1425,3487
95,1543197959.840005,-0.021804268050193785,-0.2596680891036987,-0.15111986980438233,-2.3650417259563494,-0.01596418876401149,-1.5383772754943366,1425,3487
96,1543197959.85001,-0.0211438356757164,-0.25970030612945555,-0.15126206073760987,-2.366742871225508,-0.0163353573084231,-1.5385110783345477,1425,3487
97,1543197959.860007,-0.020731338143348692,-0.2597092929840088,-0.1513863869667053,-2.36805447720972,-0.016166437232100556,-1.5386936652213405,1407,3506
98,1543197959.869998,-0.020198982071876526,-0.2596810001373291,-0.15152817821502684,-2.370076282174107,-0.01610108680432404,-1.5389633744855349,1407,3506
99,1543197959.88001,-0.01972699053287506,-0.25967908649444577,-0.1516664328575134,-2.371182972881214,-0.015929233520439297,-1.5381866873169374,1407,3506
100,1543197959.890009,-0.01937229137420654,-0.259705078125,-0.15168718013763427,-2.3720229309135927,-0.01624686262406281,-1.5382745749199713,1407,3506
101,1543197959.900011,-0.018827190804481506,-0.25969529190063473,-0.15184004144668578,-2.374300247292088,-0.016179236215646844,-1.538718457792128,1407,3506
102,1543197959.909979,-0.018259998559951782,-0.2596643829345703,-0.15198058519363403,-2.375196916599582,-0.015702996855490117,-1.5381567265760585,1407,3506
103,1543197959.91999,-0.017499646472930907,-0.2596688642501831,-0.1521197603225708,-2.3769138406627865,-0.015957937431314143,-1.5382619296265212,1407,3506
104,1543197959.930005,-0.016937503278255463,-0.2597005968093872,-0.15222480478286743,-2.377567668857801,-0.016035633022430607,-1.5383261749044945,1390,3524
105,1543197959.940008,-0.016447562253475188,-0.2596962366104126,-0.152388530254364,-2.3791605575827908,-0.015731644231447937,-1.5388777601235897,1390,3524
106,1543197959.95001,-0.015621136498451232,-0.2597020502090454,-0.15253707981109618,-2.3806854850626715,-0.015827623957320652,-1.5386318475688363,1390,3524
107,1543197959.960006,-0.015174250924587249,-0.25971149730682375,-0.15258467864990233,-2.3814974430785223,-0.015932332186187278,-1.538670913810554,1390,3524
108,1543197959.970003,-0.014569906151294708,-0.25968269577026365,-0.15277542524337767,-2.3839938002789935,-0.015332645459685532,-1.5381159607235946,1390,3524
109,1543197959.98001,-0.014284945952892304,-0.25972254314422605,-0.15276451263427734,-2.3848537687666207,-0.016101780571342386,-1.5385370318549743,1390,3524
110,1543197959.990022,-0.013915438771247863,-0.25971224822998046,-0.15286847915649412,-2.3867881769454073,-0.015864939331502348,-1.5389959390465746,1374,3544
111,1543197960.000011,-0.013224631857872008,-0.25970088748931885,-0.15300953159332276,-2.3882224468125246,-0.015810434133755286,-1.53932736483138,1374,3544
112,1543197960.010009,-0.012655029392242431,-0.2597167779922485,-0.15302478017807006,-2.3888146406674715,-0.01595299242191028,-1.5389331270619993,1374,3544
